LotFrontage,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
75,11957,2006,2006,24,1550,1574,1574,0,1574,824,144,104,0,7,2008,232000
70,11500,1976,1976,0,1680,1680,1680,0,1680,528,0,0,0,6,2007,136905
43,3182,2005,2006,16,1330,1346,1504,0,1504,457,156,0,0,5,2009,181000
65,8385,1977,1977,595,390,985,985,0,985,328,210,0,0,11,2008,149900
70,12155,1970,1970,1237,420,1657,1657,0,1657,484,0,0,0,3,2007,163500
21,2217,1970,1970,273,0,546,546,546,1092,286,238,0,0,8,2009,88000
43,12118,2004,2005,0,1710,1710,1710,0,1710,550,100,48,0,4,2009,240000
60,6000,1926,1950,0,1008,1008,1008,0,1522,0,0,0,138,6,2006,102000
115,21286,1948,1950,0,720,720,720,551,1271,312,0,0,108,8,2008,135000
75,9825,1965,1965,0,0,0,1664,0,1664,0,0,0,0,5,2010,100000
55,10592,1923,1996,0,602,602,900,602,1502,180,96,0,112,8,2007,165000
60,7200,1910,2006,247,310,1022,1022,0,1022,280,0,30,226,6,2009,85000
60,11664,1948,1950,336,746,1082,1082,0,1082,240,0,130,0,11,2007,119200
70,8400,2001,2001,643,167,810,810,855,1665,528,0,45,0,11,2009,227000
73,11883,1996,1996,690,814,1504,1504,0,1504,478,115,66,0,6,2009,203000
70,5814,1984,1984,1036,184,1220,1360,0,1360,565,63,0,0,8,2009,187500
70,10784,1991,1992,0,384,384,802,670,1472,402,164,0,0,5,2007,160000
43,3013,2005,2005,16,1346,1362,1506,0,1506,440,142,20,0,4,2006,213490
60,7024,2005,2005,1024,108,1132,1132,0,1132,451,252,64,0,6,2008,176000
64,7406,2006,2006,684,515,1199,1220,0,1220,632,105,54,0,7,2006,194000
52,9439,1930,1950,324,588,912,912,336,1248,160,0,0,192,3,2007,87000
43,3182,2005,2006,16,1330,1346,1504,0,1504,437,156,20,0,5,2008,191000
70,15498,1976,1976,1165,0,1565,2898,0,2898,665,0,72,174,5,2008,287000
70,7700,1972,1972,138,276,882,882,0,882,461,96,0,0,3,2007,112500
73,9300,1960,1960,697,571,1268,1264,0,1264,461,0,0,0,4,2010,167500
71,9520,2007,2008,1513,125,1638,1646,0,1646,800,192,44,0,4,2008,293077
79,9492,1941,1950,368,359,768,968,408,1376,240,0,0,0,4,2007,105000
21,1680,1972,1972,317,355,672,672,546,1218,264,0,28,0,5,2006,118000
70,7082,1916,1995,0,686,686,948,980,1928,0,0,0,228,7,2006,160000
102,15863,1920,1970,523,301,824,1687,998,3082,672,136,63,0,8,2009,197000
70,14541,1993,1993,1012,326,1338,1352,1168,2520,796,209,55,0,11,2006,310000
70,8125,2002,2002,986,668,1654,1654,0,1654,900,0,136,0,2,2006,230000
50,6305,1938,1950,0,920,920,954,0,954,240,0,0,0,6,2007,119750
70,11500,1957,1957,0,0,0,845,0,845,290,186,0,0,1,2009,84000
89,12898,2007,2008,1022,598,1620,1620,0,1620,912,228,0,0,9,2009,315500
70,9240,2001,2002,0,1055,1055,1055,1208,2263,905,0,45,0,9,2008,287000
21,1533,1970,2008,0,546,546,798,546,1344,0,0,0,0,5,2009,97000
21,1477,1970,1970,509,121,630,630,0,630,286,0,0,0,4,2009,80000
88,13125,1957,2000,168,284,1134,1803,0,1803,484,0,0,0,1,2006,155000
70,9130,1966,2000,400,336,800,800,832,1632,484,0,40,0,7,2008,173000
34,5381,2005,2005,900,406,1306,1306,0,1306,624,170,63,0,8,2009,196000
86,11839,1990,1990,1085,390,1475,1532,797,2329,514,192,121,0,5,2008,262280
80,9600,1981,1981,1104,1420,2524,2524,0,2524,542,474,120,0,7,2009,278000
70,13680,1955,1955,0,0,0,1733,0,1733,452,0,0,0,6,2009,139600
85,16056,2005,2006,240,1752,1992,1992,876,2868,716,214,108,0,7,2006,556581
57,9245,1994,1995,686,304,990,990,0,990,672,0,0,0,2,2008,145000
100,21750,1960,2006,0,0,0,1771,0,1771,336,0,0,0,11,2009,115000
60,11100,1946,2006,0,0,0,930,0,930,308,0,0,0,4,2010,84900
73,8993,2007,2007,0,1302,1302,1302,0,1302,436,0,22,0,8,2007,176485
103,11175,2007,2007,0,1316,1316,1316,0,1316,440,0,20,0,10,2007,200141
100,9500,1964,1978,442,374,816,1127,850,1977,540,0,52,0,6,2007,165000
68,8562,1957,2002,383,833,1216,1526,0,1526,364,116,78,0,5,2010,144500
90,11367,2002,2002,932,133,1065,1091,898,1989,586,199,60,0,11,2006,255000
104,11361,1976,1976,644,549,1193,1523,0,1523,478,0,0,0,5,2008,180000
43,7052,2005,2005,659,705,1364,1364,0,1364,484,192,36,0,6,2006,185850
70,29959,1994,1994,595,378,973,979,871,1850,467,168,98,0,1,2009,248000
96,11308,2008,2008,936,168,1104,1130,1054,2184,836,0,102,0,7,2009,335000
70,11275,1932,1950,297,0,854,1096,895,1991,432,0,0,19,3,2007,220000
41,4920,2001,2001,616,722,1338,1338,0,1338,582,0,0,170,4,2010,213500
120,18000,1935,1950,0,894,894,894,0,894,1248,0,20,0,8,2008,81000
85,13600,1900,1950,0,662,662,1422,915,2337,560,0,57,0,9,2007,90000
50,6000,1925,1980,397,706,1103,1103,0,1103,440,166,120,0,7,2006,110500
70,11000,1966,1966,740,184,1154,1154,0,1154,480,0,58,0,11,2009,154000
80,14000,1996,1997,1201,105,1306,1306,954,2260,533,296,44,0,4,2010,328000
59,7837,1993,1994,0,799,799,799,772,1571,380,0,40,0,5,2009,178000
80,9760,1964,1964,674,0,780,798,813,1611,442,328,128,0,6,2008,167900
42,3964,1973,1973,837,105,942,1291,1230,2521,576,728,20,0,6,2006,151400
60,9600,1949,2003,220,625,845,893,0,893,576,0,0,0,5,2007,135000
72,10152,1956,1956,586,462,1048,1048,0,1048,286,0,20,0,6,2007,135000
78,11700,1968,1968,298,429,727,829,727,1556,441,0,0,0,5,2009,154000
50,7585,1948,1950,0,810,810,1002,454,1456,280,0,0,0,8,2006,91500
75,7950,1977,1977,535,155,690,698,728,1426,440,252,0,0,7,2009,159500
74,8556,2006,2006,0,1240,1240,1240,0,1240,826,140,93,0,5,2007,194000
75,13125,1940,1984,410,390,800,960,780,1740,240,0,0,0,7,2007,219500
60,10800,1936,1989,626,170,796,1096,370,1466,566,436,21,0,4,2006,170000
70,15870,1969,1969,75,230,1096,1096,0,1096,299,240,32,0,3,2006,138800
37,4435,2004,2004,662,186,848,848,0,848,420,140,0,0,5,2006,155900
65,8775,1994,1994,495,495,990,990,0,990,299,0,64,0,4,2007,126000
80,11040,1971,2004,656,602,1258,1258,0,1258,528,55,0,0,10,2008,145000
75,7500,1963,1963,824,216,1040,1040,0,1040,308,0,0,220,6,2010,133000
70,8749,2002,2002,0,1459,1459,1459,0,1459,527,192,39,0,9,2007,192000
80,8800,1964,1964,553,698,1251,1251,0,1251,461,0,116,0,3,2006,160000
70,13031,1995,1996,592,99,691,691,807,1498,409,315,44,0,7,2006,187500
73,9069,1992,1992,747,189,936,996,0,996,564,120,0,0,4,2010,147000
70,1974,1973,1973,334,212,546,546,546,1092,286,120,96,0,5,2010,83500
85,10574,2005,2006,0,1082,1082,1082,871,1953,1043,160,50,0,5,2009,252000
24,2522,2004,2004,0,970,970,970,739,1709,380,0,40,0,4,2006,137500
37,3316,2005,2005,1039,208,1247,1247,0,1247,550,0,84,0,4,2006,197000
60,8544,1950,1950,0,0,0,1040,0,1040,400,0,0,0,6,2009,92900
24,2160,1999,2000,510,90,600,624,628,1252,462,0,48,0,3,2008,160000
60,8400,1925,1950,423,758,1181,1390,304,1694,576,342,0,128,6,2008,136500
71,9230,1965,1998,661,203,864,1200,0,1200,884,0,64,0,10,2006,146000
74,5868,1956,2000,248,448,936,936,0,936,308,0,0,80,5,2010,129000
78,9317,2006,2006,24,1290,1314,1314,0,1314,440,0,22,0,3,2007,176432
60,6882,1914,2006,0,684,684,773,582,1355,0,136,0,115,3,2007,127000
70,3696,1986,1986,0,1074,1074,1088,0,1088,461,0,74,137,10,2007,170000
50,6000,1936,1950,672,0,672,757,567,1324,240,0,0,0,7,2009,128000
82,11880,1978,1978,704,567,1271,1601,0,1601,478,0,0,0,4,2009,157000
60,8400,1920,1950,290,0,290,438,0,438,246,0,0,0,1,2009,60000
61,9758,1971,1971,412,251,950,950,0,950,280,0,0,0,7,2007,119500
70,7000,1960,2002,588,422,1010,1134,0,1134,254,0,16,0,4,2007,135000
79,8910,1959,1959,655,0,655,1194,0,1194,539,0,0,192,7,2006,159500
24,2016,1970,1970,0,630,630,630,672,1302,440,0,0,0,4,2007,106000
98,12256,1994,1995,1032,431,1463,1500,1122,2622,712,186,32,0,4,2010,325000
114,10357,1990,1991,738,172,910,1442,0,1442,719,0,244,0,5,2007,179900
168,23257,2006,2006,0,868,868,887,1134,2021,422,0,100,0,9,2006,274725
70,8063,2000,2000,0,924,924,948,742,1690,463,100,48,0,11,2007,181000
107,11362,2004,2005,1039,797,1836,1836,0,1836,862,125,185,0,3,2009,280000
70,8000,1995,1996,219,554,773,773,885,1658,431,224,84,0,6,2008,188000
80,10480,1976,1976,403,400,803,1098,866,1964,483,0,69,0,9,2008,205000
73,7100,1957,1957,708,108,816,816,0,816,308,0,0,0,7,2006,129900
66,8923,1953,2006,643,365,1008,1008,0,1008,240,0,18,0,5,2007,134500
90,5400,1954,2000,415,418,833,833,0,833,326,0,0,0,8,2006,117000
93,12085,2007,2007,1004,730,1734,1734,0,1734,928,0,0,0,11,2007,318000
70,7750,2002,2002,353,55,408,779,640,1419,527,120,0,0,3,2009,184100
57,9764,1967,2003,702,192,894,894,0,894,450,0,0,0,5,2008,130000
85,13825,1958,1987,0,533,533,1021,580,1601,300,280,34,0,12,2008,140000
70,7560,1959,1959,369,671,1040,1040,0,1040,286,140,0,252,7,2006,133700
59,8263,1920,1950,0,1012,1012,1012,0,1012,308,0,22,112,5,2007,118400
84,10084,2005,2006,24,1528,1552,1552,0,1552,782,144,20,0,7,2006,212900
70,8926,1956,1956,0,672,672,960,0,960,288,64,0,0,10,2009,112000
50,9405,1947,2008,0,698,698,698,0,698,0,0,200,0,6,2009,118000
70,9125,1992,1992,0,384,384,812,670,1482,392,100,25,0,7,2007,163900
60,10434,1955,1955,0,1005,1005,1005,0,1005,672,0,0,0,11,2009,115000
53,3684,2007,2007,0,1373,1373,1555,0,1555,660,143,20,0,6,2009,174000
182,14572,2004,2004,1300,230,1530,1530,0,1530,630,144,36,0,11,2007,259000
59,11796,2004,2005,0,847,847,847,1112,1959,434,100,48,0,7,2007,215000
60,7200,1980,1980,936,0,936,936,0,936,672,49,0,0,8,2007,140000
65,7804,1928,1950,622,500,1122,1328,653,1981,576,431,44,0,12,2009,135000
63,10712,1991,1992,212,762,974,974,0,974,0,0,28,0,9,2007,93500
90,9900,1880,1950,0,1008,1008,1178,1032,2210,205,0,48,0,5,2007,117500
80,9828,1995,1995,584,544,1128,1142,878,2020,466,0,155,0,6,2009,239500
57,8773,1997,1997,0,916,916,916,684,1600,460,100,38,0,8,2007,169000
60,6180,1926,1950,0,960,960,986,0,986,180,0,128,0,5,2007,102000
80,9600,1950,1950,280,752,1032,1032,220,1252,288,0,0,96,4,2008,119000
54,6342,1875,1996,0,780,780,780,240,1020,0,0,0,176,5,2010,94000
70,9819,1977,1977,1567,0,1567,1567,0,1567,714,264,32,0,5,2009,196000
98,8731,1920,1950,645,270,915,1167,0,1167,495,0,0,216,5,2007,144000
60,7350,1951,1951,852,100,952,952,0,952,840,0,0,0,6,2008,139000
70,10304,1976,1976,381,399,780,1088,780,1868,484,448,96,0,10,2009,197500
77,9965,2006,2007,1150,316,1466,1466,1362,2828,1052,125,144,0,4,2007,424870
70,9000,1959,1959,288,718,1006,1006,0,1006,0,0,24,0,7,2008,80000
60,12180,1941,1950,348,324,672,672,252,924,280,0,0,0,7,2010,80000
52,6240,1928,1950,0,1042,1042,1042,534,1576,225,0,0,0,8,2006,149000
70,11200,1985,1985,1258,40,1298,1298,0,1298,403,165,26,0,5,2006,180000
75,12000,1941,1950,275,429,704,860,704,1564,234,0,0,0,7,2009,174500
70,5700,1926,1950,0,572,572,572,539,1111,288,0,0,176,8,2008,116900
50,9000,1920,1988,624,26,650,832,650,1482,324,0,0,0,7,2009,143000
57,8280,1950,1950,0,932,932,932,0,932,306,0,0,214,11,2007,124000
134,17755,1959,1959,176,1290,1466,1466,0,1466,528,0,140,0,11,2006,149900
90,14115,1956,2004,296,230,1073,1811,0,1811,470,0,0,280,7,2006,230000
70,5890,1930,2007,538,278,816,816,0,816,432,0,0,96,6,2008,120500
70,13700,1965,1988,454,410,864,902,918,1820,492,60,84,0,5,2008,201800
90,10768,1976,2004,1157,280,1437,1437,0,1437,528,0,21,0,7,2007,218000
85,9350,1965,1999,633,586,1219,1265,0,1265,502,0,92,0,10,2008,179900
34,5001,2007,2008,904,410,1314,1314,0,1314,626,172,62,0,7,2009,230000
92,11932,2007,2008,0,1580,1580,1580,0,1580,830,0,24,0,6,2008,235128
76,9120,1974,1974,442,459,901,943,933,1876,540,0,69,0,7,2008,185000
24,2280,1978,1978,311,544,855,855,601,1456,440,26,0,0,7,2010,146000
70,14778,1954,2006,728,568,1296,1640,0,1640,924,108,0,0,11,2008,224000
109,8724,1968,1968,492,402,894,894,0,894,450,0,0,0,5,2007,129000
60,12900,1969,1969,1198,0,1198,1258,0,1258,400,120,0,0,1,2008,108959
70,16157,1978,1978,680,289,1360,1432,0,1432,588,168,180,0,6,2007,194000
79,9541,2009,2009,0,1502,1502,1502,0,1502,644,0,114,0,9,2009,233170
64,10475,2008,2008,0,1694,1694,1694,0,1694,776,160,33,0,2,2010,245350
58,10852,2000,2000,786,173,959,959,712,1671,472,0,38,0,2,2006,173000
120,13728,1935,1986,626,501,1127,1236,872,2108,540,0,0,0,7,2008,235000
118,35760,1995,1996,1387,543,1930,1831,1796,3627,807,361,76,0,7,2006,625000
76,9880,1977,1977,522,574,1096,1118,0,1118,358,203,0,0,7,2008,171000
76,9120,1958,1958,662,599,1261,1261,0,1261,433,0,0,0,11,2008,163000
35,4017,2006,2007,0,625,625,625,625,1250,625,0,54,0,3,2008,171900
138,18030,1946,1994,152,977,1598,1636,971,3086,0,122,0,0,3,2007,200500
80,16560,1932,1950,503,449,952,1170,1175,2345,360,0,0,0,7,2006,239000
85,10678,1992,2000,700,983,1683,2129,743,2872,541,0,33,0,4,2007,285000
37,6951,1984,1985,658,218,876,923,0,923,264,362,0,0,10,2008,119500
70,3950,1926,2004,468,350,818,818,406,1224,210,0,0,116,12,2009,115000
54,7681,1921,1950,0,731,731,820,523,1343,186,192,0,102,7,2009,154900
77,8335,1954,1954,0,0,0,1124,0,1124,0,0,36,190,4,2006,93000
70,11170,1990,1991,1216,0,1216,1298,1216,2514,693,0,0,0,4,2006,250000
64,5587,2008,2008,1480,120,1600,1652,0,1652,482,162,53,0,11,2008,392500
160,15623,1996,1996,2096,300,2396,2411,2065,4476,813,171,78,0,7,2007,745000
60,10800,1920,1950,821,299,1120,1130,0,1130,720,229,0,0,6,2006,120000
50,35133,1963,1963,1159,413,1572,1572,0,1572,995,0,263,0,5,2007,186700
60,9738,1924,1950,392,392,784,949,272,1221,392,0,0,236,3,2006,104900
107,10615,1900,1970,440,538,978,1014,685,1699,420,0,74,0,8,2009,95000
89,12461,1994,1995,1456,168,1624,1624,0,1624,757,0,114,192,7,2006,262000
68,8935,2002,2002,0,831,831,831,829,1660,493,144,68,0,7,2009,195000
60,7500,1999,1999,0,994,994,1028,776,1804,442,140,60,0,6,2010,189000
70,32463,1961,1975,1159,90,1249,1622,0,1622,1356,439,0,0,3,2007,168000
24,2645,1999,2000,0,776,776,764,677,1441,492,206,0,0,11,2007,174000
60,9600,1925,1994,0,702,702,842,630,1472,250,0,0,84,7,2007,125000
70,4500,1999,1999,883,341,1224,1224,0,1224,402,0,304,0,6,2009,165000
80,9364,1969,1969,371,292,663,663,689,1352,299,379,36,0,3,2010,158000
51,8029,2005,2005,0,728,728,728,728,1456,400,100,24,0,7,2008,176000
58,14054,2006,2006,0,879,879,879,984,1863,660,100,17,0,11,2006,219210
65,8850,1916,1950,0,815,815,815,875,1690,225,0,0,330,7,2006,144000
70,9100,2001,2001,0,1212,1212,1212,0,1212,573,356,0,0,6,2009,178000
75,11235,1963,1979,547,504,1051,1382,0,1382,459,0,82,0,10,2006,148000
71,9353,1970,1970,0,864,864,864,0,864,280,0,0,0,7,2006,116050
80,10400,1998,1998,0,866,866,866,913,1779,546,198,36,0,3,2009,197900
50,6000,1925,1997,0,884,884,884,464,1348,216,0,0,208,5,2009,117000
75,9750,2000,2001,0,1630,1630,1630,0,1630,451,74,234,0,10,2009,213000
78,10140,1975,1975,788,268,1056,1074,0,1074,495,0,88,0,7,2006,153500
90,14684,1990,1991,485,1496,2158,2196,0,2196,701,84,70,0,6,2009,271900
70,8900,1966,1966,1056,0,1056,1056,0,1056,384,0,42,0,11,2006,107000
70,9135,2003,2003,340,1342,1682,1700,0,1700,544,192,23,0,5,2006,200000
70,7763,1962,1980,504,319,931,1283,0,1283,506,0,0,0,10,2008,140000
85,10182,2006,2006,1220,440,1660,1660,0,1660,500,322,50,0,5,2006,290000
70,11218,1992,1992,0,1055,1055,1055,790,1845,462,635,104,0,5,2010,189000
152,12134,1988,2005,427,132,559,1080,672,1752,492,325,12,0,6,2010,164000
50,9340,1941,1950,344,328,672,672,0,672,234,0,113,0,8,2009,113000
70,10246,1965,2001,648,0,648,960,0,960,364,88,0,0,5,2006,145000
69,10205,1962,1962,784,141,925,999,0,999,300,150,72,0,5,2006,134500
99,7094,1966,1966,180,340,894,894,0,894,384,0,0,0,5,2007,125000
68,8930,1978,1978,0,0,0,1318,584,1902,539,0,0,0,4,2010,112000
72,8640,2009,2009,936,364,1300,1314,0,1314,552,135,112,0,9,2009,229456
52,6240,1947,1950,0,0,0,672,240,912,0,0,0,0,7,2006,80500
21,1680,1971,1971,0,672,672,672,546,1218,0,201,0,0,4,2006,91500
66,7800,1964,1964,312,0,912,912,0,912,288,0,0,0,11,2006,115000
55,8250,1968,1968,250,210,952,1211,0,1211,322,0,63,0,8,2008,134000
78,10496,1949,1950,196,844,1040,1168,678,1846,315,0,0,0,1,2007,143000
89,10680,1951,1951,756,1380,2136,2136,0,2136,528,0,30,0,10,2006,137900
60,15384,2004,2005,724,64,788,788,702,1490,388,100,75,0,2,2008,184000
65,10482,1958,1958,507,81,588,1138,0,1138,264,224,0,0,6,2007,145000
86,14598,2007,2007,0,894,894,894,1039,1933,668,100,18,0,1,2008,214000
72,8872,1965,2008,595,317,912,912,0,912,576,0,240,0,12,2008,147000
65,8769,2008,2008,1540,162,1702,1702,0,1702,1052,0,72,0,10,2008,367294
70,7910,1960,1960,666,409,1075,1507,0,1507,404,0,0,0,8,2008,127000
70,18890,1977,1977,498,652,1361,1361,1259,2620,600,155,24,145,8,2007,190000
70,7728,1962,1962,803,303,1106,1190,0,1190,540,0,18,0,5,2006,132500
70,9842,1962,1962,0,0,0,1224,0,1224,462,0,0,0,3,2007,101800
70,12160,1959,1959,1000,188,1188,1188,0,1188,531,0,0,0,5,2010,142000
55,8525,1911,1950,0,940,940,1024,940,1964,0,0,192,0,11,2008,130000
96,13132,1914,1950,0,747,747,892,892,1784,180,203,40,0,7,2006,138887
36,2628,2003,2003,0,764,764,764,862,1626,474,0,27,0,6,2010,175500
41,12393,2004,2005,0,847,847,847,1101,1948,434,100,48,0,9,2006,195000
63,13072,2005,2005,0,1141,1141,1141,0,1141,484,0,0,0,3,2006,142500
64,9037,2006,2006,428,1048,1476,1484,0,1484,472,120,33,0,12,2007,265900
65,8158,2003,2003,550,334,884,884,884,1768,543,0,63,0,7,2008,224900
83,9849,2007,2007,0,1689,1689,1689,0,1689,954,0,56,0,6,2007,248328
85,10625,1974,1974,885,0,1053,1173,0,1173,528,0,120,0,1,2010,170000
107,13891,2006,2006,1386,690,2076,2076,0,2076,850,216,229,0,9,2006,465000
70,11435,1929,1950,0,792,792,792,725,1517,400,0,0,0,6,2006,230000
78,12090,1984,2003,0,585,585,1140,728,1868,477,268,112,0,1,2007,178000
65,8125,2005,2006,0,756,756,756,797,1553,615,0,45,0,3,2006,186500
70,12328,1976,1976,539,473,1012,1034,0,1034,888,0,0,0,5,2010,169900
60,9600,1917,1950,319,416,735,1134,924,2058,396,0,0,259,4,2008,129500
60,7200,1950,1950,534,246,876,988,0,988,276,0,80,0,5,2007,119000
93,11160,1968,1968,1065,1045,2110,2110,0,2110,522,0,0,0,4,2010,244000
70,3136,2003,2003,0,1405,1405,1405,0,1405,478,148,36,0,3,2006,171750
62,9858,1968,1968,510,354,864,874,0,874,288,33,0,0,11,2009,130000
70,17542,1974,2003,125,36,1192,1516,651,2167,518,220,47,0,7,2007,294000
60,6931,2003,2004,0,746,746,760,896,1656,397,178,128,0,7,2008,165400
52,6240,1931,1950,425,459,884,959,408,1367,560,0,0,0,11,2007,127500
91,14303,1994,1994,1314,672,1986,1987,0,1987,691,262,36,0,8,2008,301500
56,4060,1922,1950,0,864,864,864,0,864,0,0,96,0,7,2009,99900
59,9587,2005,2005,655,201,856,1166,0,1166,400,212,0,0,7,2008,190000
65,9750,1969,1969,602,14,1054,1054,0,1054,460,180,0,0,7,2008,151000
70,24682,1999,1999,0,841,841,892,783,1675,502,0,103,0,6,2009,181000
80,9600,1956,1956,504,546,1050,1050,0,1050,338,0,0,0,6,2009,128900
70,11250,1957,1989,0,1104,1104,1104,684,1788,304,120,0,0,11,2009,161500
60,13515,1919,1950,0,764,764,1060,764,1824,520,0,0,126,7,2007,180500
34,4060,1998,1999,266,1139,1405,1337,0,1337,511,144,68,0,8,2008,181000
35,3735,1999,1999,450,241,691,713,739,1452,506,0,34,0,3,2006,183900
60,10120,1910,1950,0,925,925,964,925,1889,308,0,0,264,1,2007,122000
89,13214,2008,2009,0,2002,2002,2018,0,2018,746,144,76,0,5,2010,378500
70,14100,1935,1997,192,536,728,1968,1479,3447,1014,314,12,0,5,2008,381000
78,11344,1958,1958,460,414,874,874,650,1524,315,0,0,0,7,2007,144000
70,23595,1979,1979,1258,74,1332,1332,192,1524,586,268,0,0,4,2010,260000
70,9156,1968,1968,0,1489,1489,1489,0,1489,462,0,0,0,8,2009,185750
70,13526,1965,1965,560,0,935,935,0,935,288,180,0,0,11,2006,137000
124,11512,1959,2006,719,300,1019,1357,0,1357,312,0,0,0,5,2008,177000
53,5362,1910,2003,0,661,661,661,589,1250,552,242,0,81,11,2007,139000
95,11345,1948,1950,220,708,928,928,992,1920,400,0,0,0,7,2007,137000
70,12936,1972,1972,593,130,723,735,660,1395,497,294,116,0,12,2009,162000
70,17871,1967,1976,528,1152,1680,1724,0,1724,480,0,0,0,6,2009,197900
75,9473,2002,2002,804,324,1128,1128,903,2031,577,0,211,0,3,2008,237000
60,7500,1920,1950,0,698,698,698,430,1128,528,30,0,164,4,2010,68400
67,9808,2002,2002,788,785,1573,1573,0,1573,544,0,72,0,3,2009,227000
50,8049,1990,1990,1053,256,1309,1339,0,1339,484,0,58,0,7,2006,180000
61,8800,1977,2008,532,364,1040,1040,0,1040,484,0,0,0,9,2009,150500
94,9400,1971,1971,0,912,912,912,912,1824,0,128,0,0,4,2010,139000
50,9638,1919,1990,0,804,804,1699,748,2447,336,272,0,42,3,2010,169000
50,6000,1939,1950,0,780,780,825,587,1412,280,45,0,0,5,2009,132500
70,9790,1963,1963,569,678,1328,1328,0,1328,528,0,26,0,6,2010,143000
70,36500,1964,1964,812,812,1624,1582,0,1582,390,168,198,0,6,2006,190000
40,5664,2000,2000,1158,343,1501,1659,0,1659,499,212,59,0,10,2009,278000
86,11065,2006,2006,0,1085,1085,1120,850,1970,753,177,74,0,10,2006,281000
70,14112,1964,1964,1014,138,1152,1152,0,1152,484,227,0,0,4,2010,180500
21,1680,1972,1972,231,399,630,630,672,1302,264,185,0,0,2,2009,119500
60,6600,1892,1965,0,994,994,1378,994,2372,432,0,287,0,12,2009,107500
78,10140,1976,1976,194,638,832,832,832,1664,528,0,28,0,3,2006,162900
60,8172,1955,1990,167,697,864,864,0,864,572,0,0,0,4,2006,115000
70,8400,1968,1968,1016,36,1052,1052,0,1052,288,356,0,0,11,2006,138500
80,8700,1963,1963,776,344,1120,1128,0,1128,525,192,20,123,12,2008,155000
35,3675,2005,2006,547,0,547,1072,0,1072,525,0,44,0,6,2006,140000
313,63887,2008,2008,5644,466,6110,4692,950,5642,1418,214,292,0,1,2008,160000
75,7500,1959,1994,340,0,1246,1246,0,1246,305,218,0,0,5,2010,154000
70,10762,1999,1999,694,284,978,1005,978,1983,490,0,0,0,5,2009,225000
70,7500,1942,1950,547,224,771,753,741,1494,213,0,0,0,11,2009,177500
92,10120,1994,1994,740,425,1165,1203,1323,2526,844,309,78,0,12,2006,290000
73,8688,2005,2005,0,1616,1616,1616,0,1616,834,208,59,0,4,2006,232000
32,3363,2004,2004,0,976,976,976,732,1708,380,0,40,0,4,2006,130000
108,13173,2006,2007,1572,80,1652,1652,0,1652,840,404,102,0,11,2009,325000
48,6955,2005,2006,0,1368,1368,1368,0,1368,474,132,35,0,9,2006,202500
60,8072,1994,1995,746,244,990,990,0,990,480,0,64,0,5,2009,138000
100,12000,1948,2005,144,172,924,1122,0,1122,528,0,36,0,5,2008,147000
70,7153,1991,1991,1200,78,1278,1294,0,1294,496,112,51,0,6,2008,179200
100,17500,1959,2002,1406,496,1902,1902,0,1902,567,0,207,162,5,2010,335000
68,8814,2005,2007,925,349,1274,1274,0,1274,508,264,98,0,1,2007,203000
70,9572,1990,1990,482,971,1453,1453,1357,2810,750,500,0,0,6,2007,302000
108,14774,1999,1999,0,1393,1393,1422,1177,2599,779,668,30,0,5,2010,333168
60,8190,1954,1954,732,216,948,948,0,948,280,0,36,0,10,2007,119000
85,11075,1969,1969,500,176,952,1092,1020,2112,576,280,0,0,6,2008,206900
61,10226,2008,2008,0,1622,1622,1630,0,1630,860,172,42,0,1,2009,295493
47,4230,2006,2007,0,1352,1352,1352,0,1352,466,0,241,0,4,2007,208900
70,14781,2001,2002,0,1753,1753,1787,0,1787,748,198,150,0,8,2006,275000
75,10215,1954,1954,492,372,864,948,0,948,248,0,0,0,2,2007,111000
70,8400,1957,1957,189,628,1478,1478,0,1478,442,114,0,0,6,2009,156500
70,6627,1949,1950,0,0,0,720,0,720,287,0,0,0,7,2008,72500
107,10186,1992,1992,674,76,750,1061,862,1923,564,240,39,0,6,2010,190000
50,5330,1940,1950,280,140,420,708,0,708,0,164,0,0,12,2009,82500
75,9986,2006,2007,0,1795,1795,1795,0,1795,895,0,49,0,2,2007,147000
40,3636,1922,1950,0,796,796,796,0,796,0,0,0,100,1,2008,55000
70,4270,1931,2006,544,0,544,774,0,774,0,0,0,286,5,2007,79000
60,6600,1982,2008,641,175,816,816,0,816,264,0,0,0,10,2008,130500
60,10440,1920,1950,493,1017,1510,1584,1208,2792,520,0,547,0,6,2008,256000
63,9084,1998,1998,0,935,935,955,677,1632,462,0,28,0,6,2006,176500
85,10000,2006,2006,0,1588,1588,1588,0,1588,825,144,45,0,12,2007,227000
55,10780,1976,1976,483,428,911,954,0,954,576,0,0,0,7,2006,132500
67,8877,1938,1958,690,126,816,816,0,816,288,0,0,0,5,2009,100000
60,7200,1938,1995,0,803,803,803,557,1360,297,0,65,190,7,2006,125500
24,2368,1970,1970,765,0,765,765,600,1365,440,0,36,0,5,2009,125000
80,9650,1977,1977,686,664,1350,1334,0,1334,630,0,16,0,4,2009,167900
87,9246,1973,1973,0,1656,1656,1656,0,1656,506,0,211,0,11,2008,135000
